カード名,仕様,R,型番,タイプ,21-01-25,21-01-26,21-01-27
セレビィex,,P,052/PCG-P,超,"10,000","10,000","10,000"
ミュウ,20th アニバーサリーフェスタ ,P,XY-P,超,"100,000","100,000","100,000"
ルナアーラ,,P,066/SM-P,超,"20,000","20,000","20,000"
ソルガレオ,,P,067/SM-P,鋼,"20,000","20,000","20,000"
フリーザー,トロピカルメガバトル テレフォンカード,-,-,水,"250,000","250,000","250,000"
サンダー,トロピカルメガバトル テレフォンカード,-,-,雷,"250,000","250,000","250,000"
ファイヤー,トロピカルメガバトル テレフォンカード,-,-,炎,"250,000","250,000","250,000"
エンテイ,,P,062/L-P,炎,"65,000","65,000","65,000"
スイクン,,P,063/L-P,水,"65,000","65,000","65,000"
ライコウ,,P,064/L-P,雷,"65,000","65,000","65,000"
ホウオウ,,P,065/L-P,炎,"120,000","120,000","120,000"
ルギア,,P,066/L-P,水,"120,000","120,000","120,000"
ブラッキー,,P,054/L-P,悪,"200,000","200,000","200,000"
エーフィ,,P,053/L-P,超,"200,000","200,000","200,000"
ライチュウ,,P,044/L-P,雷,"70,000","70,000","70,000"
ミュウex,未開封,P,007/PLAY,超,"120,000","120,000","120,000"
ミュウex,,P,007/PLAY,超,"80,000","80,000","80,000"
波導のルカリオex,,-,006/012,鋼,"1,000","1,000","1,000"
伝承のルカリオex,,-,006/015,鋼,800,800,800
レックウザEX,ゲームショー2013,P,BW-P,竜,"700,000","700,000","700,000"
ケルディオEX,ゲームショー2013,P,BW-P,水,"700,000","700,000","700,000"
ミュウツーEX,バトルカーニバル2013,P,BW-P,超,"700,000","700,000","700,000"
カリンのブラッキー,,☆,091/141,悪,"7,000","7,000","7,000"
ピカチュウ,バトルロードオータム2005金箔押し,P,113/PCG-P,雷,"12,000","12,000","12,000"
レックウザ,,P,232/XY-P,竜,"3,000","3,000","3,000"
ブラッキー,ブラッキーナイトバトル優勝プロモ,P,140/XY-P,悪,"75,000","75,000","75,000"
サトシゲッコウガEX,XY&Z,P,218/XY-P,水,"600,000","600,000","600,000"
コイキング,ポケモンカードゲーム20thアニバーサリーフェスタプロモ,P,XY-P,水,"25,000","25,000","25,000"
ピカチュウ,SayakaMaruyama,-,XY-P,雷,"250,000","250,000","250,000"
ピカチュウ,MameAkimaru,-,XY-P,雷,"250,000","250,000","250,000"
ピカチュウ,gogotake,-,XY-P,雷,"250,000","250,000","250,000"
ピカチュウ,pikamania,-,XY-P,雷,"250,000","250,000","250,000"
ピカチュウ,YFujishima,-,XY-P,雷,"250,000","250,000","250,000"
ヌメラ,アートアカデミー,-,XY-P,竜,"200,000","200,000","200,000"
ヤミラミ,アートアカデミー,-,XY-P,悪,"250,000","250,000","250,000"
パンプジン,アートアカデミー,-,XY-P,超,"250,000","250,000","250,000"
ミズゴロウ,アートアカデミー,-,XY-P,水,"250,000","250,000","250,000"
ガルーラ,親子大会,-,旧裏,無,"3,000,000","3,000,000","3,000,000"
コイキング,タマムシ大学ハイパー博士試験,-,旧裏,水,"700,000","700,000","700,000"
イーブイ,ポケモンカードファンクラブ,P,旧裏,無,"250,000","250,000","250,000"
ポリゴン,ポケモンカードファンクラブ,P,旧裏,無,"120,000","120,000","120,000"
フシギダネ,コロコロスナップコンテスト,-,旧裏,草,"800,000","800,000","800,000"
ドガース,コロコロスナップコンテスト,-,旧裏,草,"800,000","800,000","800,000"
ヒトカゲ,コロコロスナップコンテスト,-,旧裏,炎,"800,000","800,000","800,000"
ゼニガメ,コロコロスナップコンテスト,-,旧裏,水,"800,000","800,000","800,000"
ニョロモ,コロコロスナップコンテスト,-,旧裏,水,"800,000","800,000","800,000"
コイキング,コロコロスナップコンテスト,-,旧裏,水,"800,000","800,000","800,000"
ギャラドス,コロコロスナップコンテスト,-,旧裏,水,"800,000","800,000","800,000"
フリーザー,コロコロスナップコンテスト,-,旧裏,水,"800,000","800,000","800,000"
ピカチュウ,コロコロスナップコンテスト,-,旧裏,雷,"800,000","800,000","800,000"
ラッキー,コロコロスナップコンテスト,-,旧裏,無,"800,000","800,000","800,000"
ひかるセレビィ,,-,旧裏,草,"65,000","65,000","65,000"
ひかるリザードン,,-,旧裏,炎,"200,000","200,000","200,000"
ひかるヨルノズク,,-,旧裏,無,"50,000","50,000","50,000"
ひかるギャラドス,,-,旧裏,水,"65,000","65,000","65,000"
ひかるコイキング,ファンクラブ,-,旧裏,水,"600,000","600,000","600,000"
ひかるコイキング,めざめる伝説,-,旧裏,水,"70,000","70,000","70,000"
ひかるライチュウ,,-,旧裏,雷,"70,000","70,000","70,000"
ひかるミュウツー,,-,旧裏,超,"90,000","90,000","90,000"
ひかるミュウ,,P,旧裏,超,"38,000","38,000","38,000"
ひかるカブトプス,,-,旧裏,闘,"65,000","65,000","65,000"
ひかるバンギラス,,-,旧裏,悪,"85,000","85,000","85,000"
ひかるハガネール,,-,旧裏,鋼,"65,000","65,000","65,000"
キモリ☆,1ED,☆,011/084,草,"50,000","50,000","50,000"
キモリ☆,,☆,011/084,草,"35,000","35,000","35,000"
セレビィ☆,1ED,☆,004/075,草,"65,000","65,000","65,000"
セレビィ☆,,☆,004/075,草,"40,000","40,000","40,000"
アチャモ☆,1ED,☆,020/084,炎,"50,000","50,000","50,000"
アチャモ☆,,☆,020/084,炎,"35,000","35,000","35,000"
ブースター☆,未開封,-,024/PLAY,炎,"200,000","200,000","200,000"
ブースター☆,,-,024/PLAY,炎,"100,000","100,000","100,000"
ブースター☆,1ED,☆,011/108,炎,"35,000","35,000","35,000"
ブースター☆,,☆,011/108,炎,"25,000","25,000","25,000"
エンテイ☆,1ED,☆,019/106,炎,"65,000","65,000","65,000"
エンテイ☆,,☆,019/106,炎,"45,000","45,000","45,000"
シャワーズ☆,未開封,-,022/PLAY,水,"65,000","65,000","65,000"
シャワーズ☆,,-,022/PLAY,水,"45,000","45,000","45,000"
シャワーズ☆,1ED,☆,015/108,水,"35,000","35,000","35,000"
シャワーズ☆,,☆,015/108,水,"25,000","25,000","25,000"
ミズゴロウ☆,1ED,☆,033/084,水,"50,000","50,000","50,000"
ミズゴロウ☆,,☆,033/084,水,"35,000","35,000","35,000"
スイクン☆,1ED,☆,032/106,水,"75,000","75,000","75,000"
スイクン☆,,☆,032/106,水,"55,000","55,000","55,000"
レジアイス☆,1ED,☆,033/086,水,"40,000","40,000","40,000"
レジアイス☆,,☆,033/086,水,"30,000","30,000","30,000"
カイオーガ☆,1ED,☆,028/086,水,"50,000","50,000","50,000"
カイオーガ☆,,☆,028/086,水,"35,000","35,000","35,000"
ピカチュウ☆,,P,001/002,雷,"30,000","30,000","30,000"
サンダース☆,未開封,-,023/PLAY,雷,"100,000","100,000","100,000"
サンダース☆,,-,023/PLAY,雷,"70,000","70,000","70,000"
サンダース☆,1ED,☆,027/108,雷,"35,000","35,000","35,000"
サンダース☆,,☆,027/109,雷,"25,000","25,000","25,000"
ライコウ☆,1ED,☆,039/106,雷,"65,000","65,000","65,000"
ライコウ☆,,☆,039/106,雷,"45,000","45,000","45,000"
エーフィ☆,未開封,-,025/PLAY,超,"1,200,000","1,200,000","1,200,000"
エーフィ☆,,-,025/PLAY,超,"900,000","900,000","900,000"
フーディン☆,1ED,☆,033/075,超,"45,000","45,000","45,000"
フーディン☆,,☆,033/075,超,"30,000","30,000","30,000"
ミュウツー☆,,P,002/002,超,"23,000","23,000","23,000"
レジロック☆,1ED,☆,059/086,闘,"40,000","40,000","40,000"
レジロック☆,,☆,059/086,闘,"30,000","30,000","30,000"
グラードン☆,1ED,☆,056/086,闘,"50,000","50,000","50,000"
グラードン☆,,☆,056/086,闘,"35,000","35,000","35,000"
ブラッキー☆,,-,026/PLAY,悪,"1,600,000","1,600,000","1,600,000"
レジスチル☆,1ED,☆,076/086,鋼,"40,000","40,000","40,000"
レジスチル☆,,☆,076/086,鋼,"30,000","30,000","30,000"
メタグロス☆,1ED,☆,075/086,鋼,"40,000","40,000","40,000"
メタグロス☆,,☆,075/086,鋼,"30,000","30,000","30,000"
ラティアス☆,1ED,☆,065/082,無,"85,000","85,000","85,000"
ラティアス☆,,☆,065/082,無,"70,000","70,000","70,000"
ラティオス☆,1ED,☆,066/082,無,"85,000","85,000","85,000"
ラティオス☆,,☆,066/082,無,"70,000","70,000","70,000"
レックウザ☆,1ED,☆,067/082,無,"250,000","250,000","250,000"
レックウザ☆,,☆,067/082,無,"180,000","180,000","180,000"
ギャラドス☆ δデルタ種,1ED,☆,008/052,炎,"40,000","40,000","40,000"
ギャラドス☆ δデルタ種,,☆,008/052,炎,"30,000","30,000","30,000"
リザードン☆ δデルタ種,1ED,☆,052/068,悪,"250,000","250,000","250,000"
リザードン☆ δデルタ種,,☆,052/068,悪,"180,000","180,000","180,000"
ミュウ☆δデルタ種,1ED,☆,015/068,水,"80,000","80,000","80,000"
ミュウ☆δデルタ種,,☆,015/068,水,"55,000","55,000","55,000"
ミュウδデルタ種,,☆,148/PCG-P,炎,"30,000","30,000","30,000"
リザードン,1ED クリスタルタイプ,☆,089/088,無,"350,000","350,000","350,000"
リザードン,クリスタルタイプ,☆,089/088,無,"250,000","250,000","250,000"
クロバット,1ED クリスタルタイプ,☆,090/088,無,"35,000","35,000","35,000"
クロバット,クリスタルタイプ,☆,090/088,無,"30,000","30,000","30,000"
セレビィ,1ED クリスタルタイプ,☆,091/088,無,"80,000","80,000","80,000"
セレビィ,クリスタルタイプ,☆,091/088,無,"60,000","60,000","60,000"
ゴローニャ,1ED クリスタルタイプ,☆,089/088,無,"35,000","35,000","35,000"
ゴローニャ,クリスタルタイプ,☆,089/088,無,"30,000","30,000","30,000"
カブトプス,1ED クリスタルタイプ,☆,090/088,無,"35,000","35,000","35,000"
カブトプス,クリスタルタイプ,☆,090/088,無,"30,000","30,000","30,000"
ホウオウ,1ED クリスタルタイプ,☆,091/088,無,"100,000","100,000","100,000"
ホウオウ,クリスタルタイプ,☆,091/088,無,"80,000","80,000","80,000"
ニドキング,1ED クリスタルタイプ,☆,088/087,無,"35,000","35,000","35,000"
ニドキング,クリスタルタイプ,☆,088/087,無,"30,000","30,000","30,000"
キングドラ,1ED クリスタルタイプ,☆,089/087,無,"35,000","35,000","35,000"
キングドラ,クリスタルタイプ,☆,089/087,無,"30,000","30,000","30,000"
ルギア,1ED クリスタルタイプ,☆,090/087,無,"100,000","100,000","100,000"
ルギア,クリスタルタイプ,☆,090/087,無,"80,000","80,000","80,000"
シロナの想い,,P,-,グッズ,"350,000","350,000","400,000"
ワンダー・プラチナ,,-,-,グッズ,"2,000,000","2,000,000","2,000,000"
ミステリアス・パール,,-,-,グッズ,"250,000","250,000","250,000"
ミラクル・ダイヤモンド,,-,-,グッズ,"1,100,000","1,100,000","1,100,000"
マスターのカギ,,-,068/L-P,グッズ,"1,500,000","1,500,000","1,500,000"
マスターの書,,-,055/L-P,グッズ,"300,000","300,000","300,000"
勝利のオーブ,2005年　ミュウver,P,-,グッズ,"700,000","700,000","700,000"
勝利のオーブ,バトルロードサマー2003,P,-,グッズ,"300,000","300,000","300,000"
勝利のリング,バトルロードスプリング☆2003,P,-,グッズ,"250,000","250,000","250,000"
勝利のメダル,金2009 ピカチュウ,P,033/L-P,グッズ,"10,000","10,000","10,000"
勝利のメダル,銀2009 ピカチュウ,P,032/L-P,グッズ,"6,500","6,500","6,500"
勝利のメダル,銅2009 ピカチュウ,P,031/L-P,グッズ,"5,000","5,000","5,000"
勝利のメダル,金2007 ピカチュウ,P,-,グッズ,"6,000","6,000","6,000"
勝利のメダル,銀2005 ピカチュウ,P,-,グッズ,"3,000","3,000","3,000"
勝利のメダル,銀2006 ピカチュウ,P,-,グッズ,"1,000","1,000","1,000"
勝利のメダル,銀 ジム☆チャレンジ2006金箔押し,P,-,グッズ,"6,000","6,000","6,000"
勝利のメダル,銀 アルセウス,P,036/DPt-P,グッズ,"1,500","1,500","1,500"
勝利のメダル,金 アルセウス,P,051/DPt-P,グッズ,"2,500","2,500","2,500"
ポケモンカードジムメダル,,P,XY-P,グッズ,"6,000","6,000","6,000"
殿堂ベルト,,P,153/BW-P,グッズ,"13,000","13,000","13,000"
パソコン大暴走,カメックスメガバトル出場記念,-,旧裏,グッズ,"200,000","200,000","200,000"
カードトレーナー認定証,,-,旧裏,グッズ,"50,000","50,000","50,000"
とりかえっこプリーズ!,,P,282/XY-P,グッズ,150,150,150
ジムバッジ,エリカ,P,XY-P,グッズ,150,150,150
ジムバッジ,エリカ キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,カスミ,P,XY-P,グッズ,150,150,150
ジムバッジ,カスミ キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,カツラ,P,XY-P,グッズ,150,150,150
ジムバッジ,カツラ キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,キョウ,P,XY-P,グッズ,150,150,150
ジムバッジ,キョウ キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,サカキ,P,XY-P,グッズ,150,150,150
ジムバッジ,サカキ キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,センリ,P,XY-P,グッズ,150,150,150
ジムバッジ,タケシ,P,XY-P,グッズ,150,150,150
ジムバッジ,タケシ キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,ツツジ,P,XY-P,グッズ,150,150,150
ジムバッジ,テッセン,P,XY-P,グッズ,150,150,150
ジムバッジ,トウキ,P,XY-P,グッズ,150,150,150
ジムバッジ,アスナ,P,XY-P,グッズ,150,150,150
ジムバッジ,ナギ,P,XY-P,グッズ,150,150,150
ジムバッジ,ナツメ,P,XY-P,グッズ,150,150,150
ジムバッジ,ナツメ│キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,フウとラン,P,XY-P,グッズ,150,150,150
ジムバッジ,マチス,P,XY-P,グッズ,150,150,150
ジムバッジ,マチス│キラ仕様,P,XY-P,グッズ,600,600,600
ジムバッジ,ミクリ,P,XY-P,グッズ,150,150,150
ロイヤルマスク,SR仕様,P,085/SM-P,サポート,"2,300,000","2,300,000","2,500,000"
アセロラ,SR仕様,P,395/SM-P,サポート,"250,000","250,000","280,000"
グズマ,SR仕様,P,396/SM-P,サポート,"45,000","45,000","50,000"
リーリエ,SR仕様,P,397/SM-P,サポート,"480,000","480,000","500,000"
アローラの仲間たち,SR仕様,P,401/SM-P,サポート,"85,000","85,000","85,000"
サカキの計画,,P,277/XY-P,サポート,"250,000","250,000","250,000"
サカキの計画,未開封,P,277/XY-P,サポート,"350,000","350,000","350,000"
ロケット団参上!,,P,278/XY-P,サポート,"250,000","250,000","250,000"
ロケット団参上!,未開封,P,278/XY-P,サポート,"300,000","300,000","300,000"
スズキサン,,P,297/XY-P,サポート,"120,000","120,000","120,000"
おしえテレビのおにいさん,,-,-,サポート,"95,000","95,000","95,000"
チャンピオンズフェスティバル,2013,P,BW-P,スタジアム,"40,000","40,000","40,000"
チャンピオンズフェスティバル,2013/未開封,P,BW-P,スタジアム,"60,000","60,000","60,000"
チャンピオンズフェスティバル,2014,P,XY-P,スタジアム,"40,000","40,000","40,000"
チャンピオンズフェスティバル,2014/未開封,P,XY-P,スタジアム,"60,000","60,000","60,000"
チャンピオンズフェスティバル,2015,P,XY-P,スタジアム,"40,000","40,000","40,000"
チャンピオンズフェスティバル,2015/未開封,P,XY-P,スタジアム,"60,000","60,000","60,000"
チャンピオンズフェスティバル,2016,P,XY-P,スタジアム,"40,000","40,000","40,000"
チャンピオンズフェスティバル,2016/未開封,P,XY-P,スタジアム,"60,000","60,000","60,000"
チャンピオンズフェスティバル,2017,P,SM-P,スタジアム,"40,000","40,000","40,000"
チャンピオンズフェスティバル,2017/未開封,P,SM-P,スタジアム,"60,000","60,000","60,000"
チャンピオンズフェスティバル,2018,P,SM-P,スタジアム,"40,000","40,000","40,000"
チャンピオンズフェスティバル,2018/未開封,P,SM-P,スタジアム,"60,000","60,000","60,000"
チャンピオンズフェスティバル,2019,P,SM-P,スタジアム,"40,000","40,000","40,000"
チャンピオンズフェスティバル,2019/未開封,P,SM-P,スタジアム,"60,000","60,000","60,000"
プレイヤーズセレモニー,2018,P,248/SM-P,スタジアム,"110,000","110,000","110,000"
プレイヤーズセレモニー,2019,P,398/SM-P,スタジアム,"18,000","18,000","20,000"
プレイヤーズセレモニー,2020,P,127/S-P,スタジアム,"20,000","20,000","22,000"
トロピカルビーチ,2011,P,BW-P,スタジアム,"140,000","140,000","140,000"
トロピカルビーチ,2012,P,BW-P,スタジアム,"140,000","140,000","140,000"
バトルロードスタジアム,バトルロードオータム2005,P,117/PCG-P,スタジアム,"70,000","70,000","70,000"
バトルロードスタジアム ,バトルロードスタジアムDPクリア賞,P,-,スタジアム,"80,000","80,000","80,000"
焼けた塔,よみがえる伝説,P,052/L-P,スタジアム,"25,000","25,000","25,000"
リザードン,1ED,UR,077/070,炎,"140,000","140,000","140,000"
リザードン,,UR,077/070,炎,"100,000","100,000","100,000"
リザードン,,R,011/087,炎,"15,000","15,000","15,000"
リザードンGX,,HR,058/051,炎,"60,000","70,000","70,000"
リザードンGX,,SR,052/051,炎,"10,000","11,000","11,000"
リザードンGX,,RR,011/051,炎,800,800,800
リザードンGX,ノーマル仕様,-,013/131,炎,500,500,500
リザードンEX,,P,276/XY-P,炎,"20,000","20,000","20,000"
リザードンEX,未開封,P,276/XY-P,炎,"25,000","25,000","25,000"
リザードンEX,,SR,090/087,炎,"16,000","16,000","16,000"
リザードンEX,,-,001/049,炎,350,350,350
リザードンEX,,-,001/021,炎,350,350,350
リザードンEX,,P,075/XY-P,炎,"2,000","2,000","2,000"
